TMIN,TMAX,Total_rain,Tmean,SRAD,therma_sum,therma_sum30,therma_sum60,therma_sum90,N_fertilizer,P_fertilizer,K_fertilizer,N_rain_days,rain.30,rain.60,rain.90,rain_end,soil_P,soil_Zn,soil_K,soil_clay,soil_silt,soil_sand,soil_N
12.331506166300956,23.38532233916419,670.8076826123099,16.18771289872191,17.80278228679731,2603.528621383768,701.3838349054353,1369.5016795594931,1980.5005598531643,68.62696890989993,28.343583279316512,0.0,71.67676698108704,77.32778646791984,198.36634190605383,244.23441205253883,157.73474701855258,9.473400677521447,3.7135578667061253,135.8215534594197,41.59771752443282,29.361989744899446,24.005295055994168,0.17661877774266563
12.132231404958699,21.97108230873115,674.66631513834,17.233922427094495,17.550388438016498,2597.4746956880567,702.9493913761131,1377.0,1983.0,62.56698599999999,25.542520429337046,0.0,70.89557974004714,66.41889395707244,200.86669511401294,252.672577857971,147.72127691438433,8.479115566539697,3.84000015258788,127.0,40.62437538683865,30.3315929956675,21.3833333333333,0.18089504590468444
12.132231404958699,21.02150023221458,674.66631513834,17.992185751907833,17.550388438016498,2596.020272507569,700.0405450151383,1377.0,1983.0,62.56698599999999,26.0217140826895,0.0,69.6835604229743,62.47621734373541,198.1046281169993,252.672577857971,145.77300547220298,8.236711703125128,3.84000015258788,127.0,39.63051954683892,30.31139267371629,21.3833333333333,0.1804506388217578
13.181650917640294,21.500570089230443,654.3460084531943,18.047226228513495,18.879543359629878,2617.2280050672825,670.4491944259894,1337.5123913856198,1969.8374637952065,94.48003042835853,44.28925898926251,0.0,64.90293265769569,90.9908777120603,164.6676101161037,208.2355614098407,184.20831701206538,11.693907555892132,3.1741305706166867,173.4560101345648,37.46282871716429,25.057032193194782,35.19109190110677,0.15466966117711065
12.631806248803677,20.558458187138395,664.9928586069539,18.570249206187363,18.183130972709826,2605.0576627021787,683.8365710276032,1358.201973406296,1976.733991135432,77.75915080564181,35.06671147553385,0.0,66.52564497304282,73.18111886222847,180.17675450637086,231.51839186777104,162.65214194178898,9.706084737461012,3.5230137725801827,149.11532540435772,37.875268097315036,27.79535922534312,27.956499495184094,0.16785419873930654
12.132231404958699,22.735648330437904,674.66631513834,16.62339871566832,17.550388438016498,2598.645739847886,705.2914796957718,1377.0,1983.0,62.56698599999999,25.156692606517538,0.0,71.87144987323825,69.59338160556878,203.0906024810739,252.672577857971,149.28994820946377,8.674289593177921,3.84000015258788,127.0,41.42458889605537,30.347857497887343,21.3833333333333,0.1812528649535211
12.4876033057851,23.603305785124103,1076.401906351383,17.29752066115705,20.008006889953606,2031.2403789266523,540.7167514641753,1000.0,1525.3820031945645,35.58312,39.5368,0.0,81.0514997337863,125.659791469574,313.492120027542,347.49352892183515,255.1746115324408,6.7077252449423845,3.6199998855590803,167.0,44.14627901359382,42.7833333333333,3.5166666666667012,0.354333333333333
12.4876033057851,23.603305785124103,1026.5360303907514,17.29752066115705,19.117323263730388,1977.4760818085317,520.6690474540288,1000.0,1481.6415580815174,35.58312,39.5368,0.0,84.69653682654022,125.659791469574,313.492120027542,339.01826436050743,237.12224948502094,7.254480721951019,3.6199998855590803,167.0,46.24217534192733,42.7833333333333,3.5166666666667012,0.354333333333333
12.66315526257304,24.400041589007607,999.1013509525977,17.871440519886747,19.33060731433781,2033.457393118418,535.3398359779508,1024.5097539669262,1497.607803173541,28.31534069520326,31.46148966133695,0.0,80.09804920661477,105.13531007457648,278.15306682275923,367.76563737477187,257.9976850435081,6.809805189310745,3.750718643505656,167.81699179889753,45.300111208173284,42.47015314375594,3.434967486776946,0.42159899144256424
12.54391235280346,23.858862229284277,1055.298191163409,17.4816079302555,19.856651082854594,2035.9308046283961,540.4758927162138,1007.8616092567922,1519.710712594566,33.25194845352041,36.94660939280046,0.0,80.47589271621385,119.07647557242102,302.15696635052456,354.6231830500344,257.4162514374443,6.70000028610229,3.6619284907542173,167.2620536418931,44.36125006576687,42.682879437274295,3.490461302477393,0.37590908318252975
